ID,Time (s),Entity,Type/Dir,Inter-Arrival (s),Service Time (s)
851,4286.8,Posers,Poser,16.5,6.3
852,4291.8,EB Vehicles,EB,11.6,-
853,4294.4,EB Vehicles,EB,2.6,-
854,4296.5,EB Vehicles,EB,2.1,-
855,4300.7,EB Vehicles,EB,4.2,-
856,4302.0,Posers,Poser,15.2,13.6
857,4303.8,EB Vehicles,EB,3.1,-
858,4318.1,Posers,Poser,16.1,7.6
859,4324.5,WB Vehicles,WB,61.2,-
860,4329.9,WB Vehicles,WB,5.4,-
861,4333.9,WB Vehicles,WB,4.0,-
862,4337.4,WB Vehicles,WB,3.5,-
863,4341.2,Posers,Poser,23.1,12.4
864,4349.2,WB Vehicles,WB,11.8,-
865,4349.5,EB Vehicles,EB,45.7,-
866,4356.5,Crossers,Crosser,163.7,4.2
867,4361.3,EB Vehicles,EB,11.8,-
868,4361.3,WB Vehicles,WB,12.1,-
869,4363.3,EB Vehicles,EB,2.0,-
870,4365.0,WB Vehicles,WB,3.7,-
871,4368.8,WB Vehicles,WB,3.8,-
872,4371.0,WB Vehicles,WB,2.2,-
873,4372.4,Posers,Poser,31.2,21.4
874,4373.7,WB Vehicles,WB,2.7,-
875,4394.7,Posers,Poser,22.3,15.7
876,4415.6,Posers,Poser,20.9,11.2
877,4428.1,Posers,Poser,12.5,9.8
878,4439.5,Posers,Poser,11.4,8.6
879,4447.8,WB Vehicles,WB,74.1,-
880,4450.5,Posers,Poser,11.0,10.5
881,4459.9,EB Vehicles,EB,96.6,-
882,4464.6,Posers,Poser,14.1,5.9
883,4473.0,Crossers,Crosser,116.5,4.4
884,4475.6,EB Vehicles,EB,15.7,-
885,4478.9,EB Vehicles,EB,3.3,-
886,4481.5,EB Vehicles,EB,2.6,-
887,4484.6,EB Vehicles,EB,3.1,-
888,4485.7,Posers,Poser,21.1,20.3
889,4507.2,EB Vehicles,EB,22.6,-
890,4508.0,WB Vehicles,WB,60.2,-
891,4510.0,Crossers,Crosser,37.0,5.7
892,4510.1,WB Vehicles,WB,2.1,-
893,4512.3,WB Vehicles,WB,2.2,-
894,4512.7,EB Vehicles,EB,5.5,-
895,4514.7,EB Vehicles,EB,2.0,-
896,4515.4,WB Vehicles,WB,3.1,-
897,4518.2,EB Vehicles,EB,3.5,-
898,4520.7,EB Vehicles,EB,2.5,-
899,4522.2,WB Vehicles,WB,6.8,-
900,4523.9,EB Vehicles,EB,3.2,-
901,4525.7,WB Vehicles,WB,3.5,-
902,4528.3,Posers,Poser,42.6,13.3
903,4535.9,WB Vehicles,WB,10.2,-
904,4542.2,WB Vehicles,WB,6.3,-
905,4546.6,WB Vehicles,WB,4.4,-
906,4552.0,Crossers,Crosser,42.0,1.4
907,4552.6,WB Vehicles,WB,6.0,-
908,4554.9,WB Vehicles,WB,2.3,-
909,4556.8,EB Vehicles,EB,32.9,-
910,4559.2,Posers,Poser,30.9,7.2
911,4573.0,Posers,Poser,13.8,5.4
912,4580.7,Posers,Poser,7.7,4.0
913,4586.9,EB Vehicles,EB,30.1,-
914,4591.4,EB Vehicles,EB,4.5,-
915,4592.9,WB Vehicles,WB,38.0,-
916,4596.6,EB Vehicles,EB,5.2,-
917,4596.7,WB Vehicles,WB,3.8,-
918,4599.7,WB Vehicles,WB,3.0,-
919,4608.1,Posers,Poser,27.4,50.6
920,4615.8,EB Vehicles,EB,19.2,-
921,4616.3,WB Vehicles,WB,16.6,-
922,4634.6,WB Vehicles,WB,18.3,-
923,4637.2,WB Vehicles,WB,2.6,-
924,4649.8,WB Vehicles,WB,12.6,-
925,4657.9,WB Vehicles,WB,8.1,-
926,4662.5,WB Vehicles,WB,4.6,-
927,4662.9,Posers,Poser,54.8,7.7
928,4671.8,EB Vehicles,EB,56.0,-
929,4675.7,WB Vehicles,WB,13.2,-
930,4680.3,EB Vehicles,EB,8.5,-
931,4683.4,EB Vehicles,EB,3.1,-
932,4688.8,Posers,Poser,25.9,12.9
933,4688.9,EB Vehicles,EB,5.5,-
934,4703.6,WB Vehicles,WB,27.9,-
935,4708.3,Posers,Poser,19.5,15.3
936,4709.8,WB Vehicles,WB,6.2,-
937,4722.6,EB Vehicles,EB,33.7,-
938,4727.5,WB Vehicles,WB,17.7,-
939,4727.7,EB Vehicles,EB,5.1,-
940,4729.9,EB Vehicles,EB,2.2,-
941,4732.1,EB Vehicles,EB,2.2,-
942,4734.9,EB Vehicles,EB,2.8,-
943,4735.9,Posers,Poser,27.6,10.7
944,4744.6,EB Vehicles,EB,9.7,-
945,4746.3,WB Vehicles,WB,18.8,-
946,4752.0,Posers,Poser,16.1,5.4
947,4754.7,WB Vehicles,WB,8.4,-
948,4761.0,WB Vehicles,WB,6.3,-
949,4761.4,Posers,Poser,9.4,7.9
950,4772.4,WB Vehicles,WB,11.4,-
951,4775.0,EB Vehicles,EB,30.4,-
952,4775.5,WB Vehicles,WB,3.1,-
953,4775.9,Posers,Poser,14.5,6.0
954,4780.2,WB Vehicles,WB,4.7,-
955,4782.9,Crossers,Crosser,230.9,4.3
956,4788.0,WB Vehicles,WB,7.8,-
957,4792.6,Posers,Poser,16.7,10.1
958,4797.4,WB Vehicles,WB,9.4,-
959,4807.5,WB Vehicles,WB,10.1,-
960,4811.4,WB Vehicles,WB,3.9,-
961,4812.5,Posers,Poser,19.9,6.3
962,4820.9,WB Vehicles,WB,9.5,-
963,4822.9,Crossers,Crosser,40.0,7.1
964,4824.2,WB Vehicles,WB,3.3,-
965,4833.0,Posers,Poser,20.5,12.4
966,4844.6,WB Vehicles,WB,20.4,-
967,4849.4,Posers,Poser,16.4,7.2
968,4855.2,EB Vehicles,EB,80.2,-
969,4859.1,Crossers,Crosser,36.2,8.3
970,4870.4,Crossers,Crosser,11.3,17.5
971,4878.8,EB Vehicles,EB,23.6,-
972,4888.5,EB Vehicles,EB,9.7,-
973,4890.9,EB Vehicles,EB,2.4,-
974,4894.0,EB Vehicles,EB,3.1,-
975,4896.8,Crossers,Crosser,26.4,4.0
976,4901.7,Posers,Poser,52.3,11.2
977,4909.6,EB Vehicles,EB,15.6,-
978,4916.9,EB Vehicles,EB,7.3,-
979,4917.8,WB Vehicles,WB,73.2,-
980,4919.4,EB Vehicles,EB,2.5,-
981,4920.7,WB Vehicles,WB,2.9,-
982,4922.1,EB Vehicles,EB,2.7,-
983,4922.2,WB Vehicles,WB,1.5,-
984,4926.2,WB Vehicles,WB,4.0,-
985,4929.8,WB Vehicles,WB,3.6,-
986,4933.6,WB Vehicles,WB,3.8,-
987,4933.8,Crossers,Crosser,37.0,7.7
988,4942.4,EB Vehicles,EB,20.3,-
989,4942.8,Crossers,Crosser,9.0,9.3
990,4952.2,EB Vehicles,EB,9.8,-
991,4953.1,WB Vehicles,WB,19.5,-
992,4953.8,Posers,Poser,52.1,24.9
993,4955.7,WB Vehicles,WB,2.6,-
994,4958.0,WB Vehicles,WB,2.3,-
995,4972.3,WB Vehicles,WB,14.3,-
996,4980.1,WB Vehicles,WB,7.8,-
997,4982.1,Posers,Poser,28.3,8.0
998,4990.9,WB Vehicles,WB,10.8,-
999,4991.4,Posers,Poser,9.3,19.2
1000,5010.9,EB Vehicles,EB,58.7,-
1001,5011.7,Posers,Poser,20.3,32.4
1002,5018.2,WB Vehicles,WB,27.3,-
1003,5045.5,EB Vehicles,EB,34.6,-
1004,5045.9,WB Vehicles,WB,27.7,-
1005,5049.3,WB Vehicles,WB,3.4,-
1006,5053.8,WB Vehicles,WB,4.5,-
1007,5056.1,EB Vehicles,EB,10.6,-
1008,5058.4,WB Vehicles,WB,4.6,-
1009,5058.9,EB Vehicles,EB,2.8,-
1010,5062.5,WB Vehicles,WB,4.1,-
1011,5062.7,EB Vehicles,EB,3.8,-
1012,5063.5,Posers,Poser,51.8,34.3
1013,5098.7,Posers,Poser,35.2,8.1
1014,5108.9,EB Vehicles,EB,46.2,-
1015,5112.7,EB Vehicles,EB,3.8,-
1016,5114.3,WB Vehicles,WB,51.8,-
1017,5114.8,EB Vehicles,EB,2.1,-
1018,5116.5,WB Vehicles,WB,2.2,-
1019,5117.7,EB Vehicles,EB,2.9,-
1020,5120.1,WB Vehicles,WB,3.6,-
1021,5122.9,Posers,Poser,24.2,25.5
1022,5124.4,WB Vehicles,WB,4.3,-
1023,5143.8,WB Vehicles,WB,19.4,-
1024,5147.1,WB Vehicles,WB,3.3,-
1025,5149.5,Posers,Poser,26.6,7.5
1026,5151.0,WB Vehicles,WB,3.9,-
1027,5160.2,WB Vehicles,WB,9.2,-
1028,5163.0,WB Vehicles,WB,2.8,-
1029,5166.1,Crossers,Crosser,223.3,5.1
1030,5166.2,WB Vehicles,WB,3.2,-
1031,5172.3,Posers,Poser,22.8,13.4
1032,5173.9,WB Vehicles,WB,7.7,-
1033,5187.4,WB Vehicles,WB,13.5,-
1034,5188.1,EB Vehicles,EB,70.4,-
1035,5190.7,WB Vehicles,WB,3.3,-
1036,5192.9,EB Vehicles,EB,4.8,-
1037,5193.5,Posers,Poser,21.2,13.7
1038,5194.3,WB Vehicles,WB,3.6,-
1039,5199.1,WB Vehicles,WB,4.8,-
1040,5210.4,WB Vehicles,WB,11.3,-
1041,5213.7,WB Vehicles,WB,3.3,-
1042,5218.2,WB Vehicles,WB,4.5,-
1043,5219.5,Posers,Poser,26.0,11.7
1044,5232.2,Crossers,Crosser,66.1,2.7
1045,5233.2,WB Vehicles,WB,15.0,-
1046,5237.5,WB Vehicles,WB,4.3,-
1047,5243.2,WB Vehicles,WB,5.7,-
1048,5245.6,Posers,Poser,26.1,6.7
1049,5254.3,Posers,Poser,8.7,17.8
1050,5273.6,Posers,Poser,19.3,7.7
1051,5283.7,Posers,Poser,10.1,20.4
1052,5305.5,EB Vehicles,EB,112.6,-
1053,5310.5,EB Vehicles,EB,5.0,-
1054,5313.2,WB Vehicles,WB,70.0,-
1055,5315.3,EB Vehicles,EB,4.8,-
1056,5318.4,EB Vehicles,EB,3.1,-
1057,5319.2,WB Vehicles,WB,6.0,-
1058,5320.6,EB Vehicles,EB,2.2,-
1059,5323.4,Posers,Poser,39.7,11.7
1060,5333.6,EB Vehicles,EB,13.0,-
1061,5336.1,WB Vehicles,WB,16.9,-
1062,5339.3,WB Vehicles,WB,3.2,-
1063,5344.6,Crossers,Crosser,112.4,5.7
1064,5344.9,WB Vehicles,WB,5.6,-
1065,5351.1,EB Vehicles,EB,17.5,-
1066,5353.7,WB Vehicles,WB,8.8,-
1067,5354.3,EB Vehicles,EB,3.2,-
1068,5358.3,WB Vehicles,WB,4.6,-
1069,5360.5,WB Vehicles,WB,2.2,-
1070,5364.6,WB Vehicles,WB,4.1,-
1071,5365.6,Posers,Poser,42.2,32.4
1072,5392.6,EB Vehicles,EB,38.3,-
1073,5395.2,EB Vehicles,EB,2.6,-
